beta,h,mean_energy,mean_magnetization_abs,mean_magnetization,specific_heat
0.6,-0.5,1.889,0.0108118,0.0108118,4.94537e-05
0.6,-0.45,1.89273,0.00980225,0.00980225,4.28595e-05
0.6,-0.4,1.84363,0.0107483,0.0107483,3.25973e-05
0.6,-0.35,1.89985,0.00739868,0.00739868,3.43403e-05
0.6,-0.3,1.90303,0.0062207,0.0062207,1.89803e-05
0.6,-0.25,1.88858,0.00570923,0.00570923,0.000210223
0.6,-0.2,1.86709,0.00466431,0.00466431,0.000191585
0.6,-0.15,1.90643,0.00285767,0.0028772,3.57567e-05
0.6,-0.1,1.85724,0.00263184,0.00268799,1.71599e-05
0.6,-0.05,1.9088,0.000996094,0.00135986,2.66899e-05
0.6,3.19189e-16,1.90699,-8.54492e-05,0.00107666,3.88371e-05
0.6,0.05,1.90829,-0.000687256,0.00126343,2.55793e-05
0.6,0.1,1.90798,-0.00235229,0.00241089,1.52369e-05
0.6,0.15,1.90793,-0.00313354,0.00315308,1.60229e-05
0.6,0.2,1.90606,-0.00401001,0.00401001,2.0426e-05
0.6,0.25,1.8521,-0.0063147,0.0063147,1.41933e-05
0.6,0.3,1.90177,-0.0062085,0.0062085,3.35819e-05
0.6,0.35,1.88919,-0.00792236,0.00792236,0.000272493
0.6,0.4,1.8968,-0.00858643,0.00858643,3.0493e-05
0.6,0.45,1.84152,-0.0116016,0.0116016,2.67443e-05
0.6,0.5,1.83804,-0.0132605,0.0132605,2.29253e-05
0.6,0.55,1.88528,-0.0123474,0.0123474,2.16098e-05
0.6,0.6,1.8785,-0.0134375,0.0134375,5.77935e-05
0.6,0.65,1.82832,-0.0177686,0.0177686,0.000114951
0.6,0.7,1.8691,-0.0163159,0.0163159,5.47395e-05
0.6,0.75,1.86565,-0.0175488,0.0175488,3.12022e-05
0.6,0.8,1.85524,-0.0194751,0.0194751,6.3214e-05
0.6,0.85,1.84956,-0.0205884,0.0205884,4.66777e-05
0.6,0.9,1.81805,-0.0243066,0.0243066,0.000346434
0.6,0.95,1.83228,-0.0242285,0.0242285,4.33402e-05
0.65,-1,1.8199,0.0244861,0.0244861,3.81588e-05
0.65,-0.95,1.88604,0.0176575,0.0176575,5.69078e-05
0.65,-0.9,1.89231,0.0163684,0.0163684,3.00933e-05
0.65,-0.85,1.84411,0.0194849,0.0194849,2.33462e-05
0.65,-0.8,1.86316,0.0171643,0.0171643,0.000274971
0.65,-0.75,1.90883,0.0130298,0.0130298,2.89712e-05
0.65,-0.7,1.91397,0.0116895,0.0116895,3.02389e-05
0.65,-0.65,1.86692,0.0138086,0.0138086,2.55432e-05
0.65,-0.6,1.92173,0.00984009,0.00984009,1.76923e-05
0.65,-0.55,1.92529,0.00868774,0.00868774,2.58438e-05
0.65,-0.5,1.87642,0.0106885,0.0106885,1.78169e-05
0.65,-0.45,1.88112,0.00926392,0.00926392,1.63764e-05
0.65,-0.4,1.93286,0.0064502,0.0064502,2.78652e-05
0.65,-0.35,1.93601,0.00542603,0.00542603,2.57348e-05
0.65,-0.3,1.93715,0.00450806,0.00450806,3.60476e-05
0.65,-0.25,1.88899,0.00513306,0.00513306,1.14059e-05
0.65,-0.2,1.93948,0.00300903,0.00301392,4.64605e-05
0.65,-0.15,1.94186,0.00234009,0.00234741,1.59623e-05
0.65,-0.1,1.94231,0.00155151,0.00160767,1.25631e-05
0.65,-0.05,1.94148,0.000712891,0.00112061,3.25216e-05
0.65,3.19189e-16,1.94312,0.000108643,0.000987549,2.03733e-05
0.65,0.05,1.89641,-0.00100464,0.00144165,6.84454e-05
0.65,0.1,1.94123,-0.00160034,0.00167114,2.21008e-05
0.65,0.15,1.94223,-0.00229248,0.00229492,1.19555e-05
0.65,0.2,1.94094,-0.00306763,0.00306763,1.98452e-05
0.65,0.25,1.93924,-0.00370728,0.00370728,1.62229e-05
0.65,0.3,1.93709,-0.00453613,0.00453613,1.75012e-05
0.65,0.35,1.93734,-0.00504883,0.00504883,1.3401e-05
0.65,0.4,1.93318,-0.00614258,0.00614258,1.54666e-05
0.65,0.45,1.93072,-0.00723511,0.00723511,2.10963e-05
0.65,0.5,1.92851,-0.00791382,0.00791382,1.90309e-05
0.65,0.55,1.92627,-0.00864624,0.00864624,1.85706e-05
0.65,0.6,1.87034,-0.012793,0.012793,2.43261e-05
0.65,0.65,1.88934,-0.0125684,0.0125684,0.000585261
0.65,0.7,1.91392,-0.0117419,0.0117419,2.56643e-05
0.65,0.75,1.88891,-0.0145972,0.0145972,0.000518383
0.65,0.8,1.90316,-0.0140491,0.0140491,3.63331e-05
0.65,0.85,1.89724,-0.0152734,0.0152734,3.25671e-05
0.65,0.9,1.89301,-0.0163196,0.0163196,2.79858e-05
0.65,0.95,1.8298,-0.0226025,0.0226025,3.27724e-05
0.7,-1,1.85818,0.0194592,0.0194592,3.38851e-05
0.7,-0.95,1.92007,0.0131519,0.0131519,3.90524e-05
0.7,-0.9,1.92384,0.0122949,0.0122949,7.41576e-05
0.7,-0.85,1.93048,0.0110962,0.0110962,1.7746e-05
0.7,-0.8,1.93524,0.0101892,0.0101892,2.09761e-05
0.7,-0.75,1.8857,0.0132007,0.0132007,1.95063e-05
0.7,-0.7,1.94122,0.00873047,0.00873047,2.37167e-05
0.7,-0.65,1.9448,0.00792603,0.00792603,1.98649e-05
0.7,-0.6,1.94355,0.00728516,0.00728516,0.000128918
0.7,-0.55,1.94947,0.00650757,0.00650757,2.35717e-05
0.7,-0.5,1.95355,0.00570679,0.00570679,9.02016e-06
0.7,-0.45,1.9062,0.0071875,0.0071875,1.2781e-05
0.7,-0.4,1.90864,0.00653442,0.00653442,1.19728e-05
0.7,-0.35,1.95762,0.00401367,0.00401367,3.3309e-05
0.7,-0.3,1.91249,0.00466919,0.00466919,1.31171e-05
0.7,-0.25,1.91303,0.00383545,0.00383545,1.49988e-05
0.7,-0.2,1.962,0.00225098,0.00225098,1.3613e-05
0.7,-0.15,1.91414,0.00217163,0.00223755,1.30341e-05
0.7,-0.1,1.92274,0.00151367,0.00161377,0.000172565
0.7,-0.05,1.96353,0.000432129,0.00081543,1.46195e-05
0.7,3.19189e-16,1.96282,-1.46484e-05,0.000822754,1.47072e-05
0.7,0.05,1.95277,-0.000518799,0.000955811,0.000206874
0.7,0.1,1.96386,-0.000883789,0.00105957,1.26326e-05
0.7,0.15,1.95843,-0.00150024,0.00153198,0.000104011
0.7,0.2,1.96228,-0.00213989,0.00213989,8.98971e-06
0.7,0.25,1.91346,-0.00389038,0.00389038,1.52276e-05
0.7,0.3,1.96046,-0.00330933,0.00330933,1.29083e-05
0.7,0.35,1.95773,-0.00416504,0.00416504,1.19134e-05
0.7,0.4,1.90847,-0.00654541,0.00654541,1.29852e-05
0.7,0.45,1.95545,-0.00498413,0.00498413,1.26481e-05
0.7,0.5,1.9032,-0.00835083,0.00835083,1.4655e-05
0.7,0.55,1.94969,-0.00643311,0.00643311,3.78071e-05
0.7,0.6,1.94756,-0.00720459,0.00720459,1.53977e-05
0.7,0.65,1.94461,-0.00784424,0.00784424,1.92882e-05
0.7,0.7,1.94084,-0.00874878,0.00874878,2.34271e-05
0.7,0.75,1.93746,-0.0094165,0.0094165,1.93511e-05
0.7,0.8,1.93322,-0.0103662,0.0103662,4.58676e-05
0.7,0.85,1.92965,-0.0110767,0.0110767,2.89526e-05
0.7,0.9,1.91095,-0.0134204,0.0134204,0.000448369
0.7,0.95,1.84001,-0.0204541,0.0204541,2.53995e-05
0.75,-1,1.9391,0.0104944,0.0104944,1.9816e-05
0.75,-0.95,1.89009,0.0146191,0.0146191,2.42525e-05
0.75,-0.9,1.89568,0.0134009,0.0134009,1.94766e-05
0.75,-0.85,1.95027,0.00831055,0.00831055,2.79916e-05
0.75,-0.8,1.95405,0.00765259,0.00765259,1.56845e-05
0.75,-0.75,1.95559,0.00710205,0.00710205,2.85423e-05
0.75,-0.7,1.95957,0.00636719,0.00636719,2.55938e-05
0.75,-0.65,1.88837,0.0108398,0.0108398,1.36904e-05
0.75,-0.6,1.95129,0.00607788,0.00607788,0.000457896
0.75,-0.55,1.96523,0.0047522,0.0047522,4.11793e-05
0.75,-0.5,1.96868,0.00405884,0.00405884,1.29359e-05
0.75,-0.45,1.93948,0.00491577,0.00491577,0.000304775
0.75,-0.4,1.9255,0.00494263,0.00494263,1.18297e-05
0.75,-0.35,1.97218,0.00268311,0.00268311,2.98993e-05
0.75,-0.3,1.97355,0.00229736,0.0022998,9.98866e-06
0.75,-0.25,1.92864,0.00318359,0.00318359,7.2437e-06
0.75,-0.2,1.92918,0.00248779,0.00248779,8.59249e-06
0.75,-0.15,1.93024,0.00163696,0.00170044,7.70328e-06
0.75,-0.1,1.92985,0.00116455,0.00128906,6.47047e-06
0.75,-0.05,1.97569,0.000473633,0.000759277,1.45261e-05
0.75,3.19189e-16,1.97622,9.39941e-05,0.000616455,1.60008e-05
0.75,0.05,1.9765,-0.000404053,0.000750732,7.51904e-06
0.75,0.1,1.96909,-0.000799561,0.000953369,0.000250978
0.75,0.15,1.9758,-0.00115112,0.00120239,1.16303e-05
0.75,0.2,1.975,-0.00151123,0.00154053,5.70561e-06
0.75,0.25,1.97478,-0.00191406,0.00192871,1.61231e-05
0.75,0.3,1.97282,-0.00237183,0.00237183,2.73333e-05
0.75,0.35,1.97238,-0.00283447,0.00283447,8.39525e-06
0.75,0.4,1.97123,-0.0032251,0.0032251,1.01796e-05
0.75,0.45,1.9695,-0.00358765,0.00358765,2.32647e-05
0.75,0.5,1.96817,-0.00404541,0.00404541,1.87443e-05
0.75,0.55,1.96589,-0.0046521,0.0046521,2.82039e-05
0.75,0.6,1.91548,-0.00825195,0.00825195,1.1519e-05
0.75,0.65,1.96308,-0.00563354,0.00563354,1.27951e-05
0.75,0.7,1.91049,-0.0096875,0.0096875,1.39239e-05
0.75,0.75,1.95533,-0.00712524,0.00712524,5.29243e-05
0.75,0.8,1.95393,-0.00758911,0.00758911,1.31365e-05
0.75,0.85,1.94939,-0.00842041,0.00842041,4.33544e-05
0.75,0.9,1.89393,-0.0135486,0.0135486,1.65397e-05
0.75,0.95,1.88989,-0.0146045,0.0146045,1.81864e-05
0.8,-1,1.90244,0.0131494,0.0131494,1.69127e-05
0.8,-0.95,1.95843,0.00735352,0.00735352,2.64568e-05
0.8,-0.9,1.91106,0.0112024,0.0112024,1.53393e-05
0.8,-0.85,1.91516,0.0102356,0.0102356,1.31768e-05
0.8,-0.8,1.9685,0.00542236,0.00542236,9.46353e-06
0.8,-0.75,1.96966,0.00515259,0.00515259,1.48431e-05
0.8,-0.7,1.97107,0.0047168,0.0047168,2.69527e-05
0.8,-0.65,1.92639,0.00735107,0.00735107,1.0267e-05
0.8,-0.6,1.97516,0.00380249,0.00380249,8.55728e-06
0.8,-0.55,1.9307,0.00602661,0.00602661,9.73421e-06
0.8,-0.5,1.97917,0.00288452,0.00288452,1.28741e-05
0.8,-0.45,1.93939,0.00467651,0.00467651,0.000744328
0.8,-0.4,1.98093,0.00239624,0.00239624,7.21904e-06
0.8,-0.35,1.97562,0.00216553,0.00216553,0.000179825
0.8,-0.3,1.93772,0.00310669,0.00310669,5.43679e-06
0.8,-0.25,1.93872,0.00266968,0.00266968,6.19252e-06
0.8,-0.2,1.98377,0.00111938,0.00114624,5.2144e-06
0.8,-0.15,1.984,0.000777588,0.000823975,6.86562e-06
0.8,-0.1,1.94051,0.000914307,0.00100464,4.45635e-06
0.8,-0.05,1.98425,0.000300293,0.000539551,1.39135e-05
0.8,3.19189e-16,1.94097,0.000108643,0.000826416,5.20118e-06
0.8,0.05,1.98462,-0.000200195,0.000507813,1.13826e-05
0.8,0.1,1.9847,-0.000537109,0.000700684,5.15635e-06
0.8,0.15,1.98333,-0.00100342,0.00104492,1.5723e-05
0.8,0.2,1.98337,-0.0010498,0.00106201,2.07085e-05
0.8,0.25,1.93858,-0.00268311,0.00268311,6.36449e-06
0.8,0.3,1.93777,-0.0029834,0.0029834,6.51602e-06
0.8,0.35,1.98097,-0.00197388,0.00197388,2.92756e-05
0.8,0.4,1.98028,-0.00233154,0.00233154,3.57602e-05
0.8,0.45,1.97853,-0.00278931,0.00278931,3.31862e-05
0.8,0.5,1.9326,-0.00553711,0.00553711,8.19292e-06
0.8,0.55,1.9773,-0.00333252,0.00333252,9.12056e-06
0.8,0.6,1.94615,-0.00560547,0.00560547,0.000350684
0.8,0.65,1.97437,-0.00407593,0.00407593,1.02355e-05
0.8,0.7,1.95264,-0.00590454,0.00590454,0.000369085
0.8,0.75,1.9697,-0.00509277,0.00509277,1.80943e-05
0.8,0.8,1.96653,-0.0056958,0.0056958,3.24737e-05
0.8,0.85,1.96503,-0.00600464,0.00600464,1.65895e-05
0.8,0.9,1.96174,-0.00673218,0.00673218,4.29589e-05
0.8,0.95,1.95827,-0.00737793,0.00737793,2.24542e-05
0.85,-1,1.96777,0.00586792,0.00586792,1.60515e-05
0.85,-0.95,1.96988,0.00543335,0.00543335,3.6212e-05
0.85,-0.9,1.95241,0.00666992,0.00666992,0.000454627
0.85,-0.85,1.90061,0.0112976,0.0112976,1.21083e-05
0.85,-0.8,1.9289,0.00795044,0.00795044,9.3481e-06
0.85,-0.75,1.93353,0.00719238,0.00719238,7.13066e-05
0.85,-0.7,1.97993,0.00346313,0.00346313,7.74858e-06
0.85,-0.65,1.9816,0.00311157,0.00311157,1.2129e-05
0.85,-0.6,1.98359,0.00264038,0.00264038,6.25067e-06
0.85,-0.55,1.93896,0.00513428,0.00513428,8.10162e-06
0.85,-0.5,1.98582,0.00212891,0.00212891,8.18728e-06
0.85,-0.45,1.9419,0.0039856,0.0039856,7.34978e-06
0.85,-0.4,1.98678,0.00165649,0.00165649,2.18035e-05
0.85,-0.35,1.94442,0.00297974,0.00297974,5.78529e-06
0.85,-0.3,1.98754,0.0011792,0.00118652,2.32911e-05
0.85,-0.25,1.98913,0.000894775,0.000911865,4.96504e-06
0.85,-0.2,1.94641,0.00155273,0.00157227,5.91336e-06
0.85,-0.15,1.98993,0.000495605,0.000581055,4.5522e-06
0.85,-0.1,1.98544,0.000472412,0.000557861,0.000210903
0.85,-0.05,1.94721,0.000491943,0.000777588,5.49901e-06
0.85,3.19189e-16,1.95854,5.24902e-05,0.000584717,0.000272822
0.85,0.05,1.98985,-9.76563e-05,0.000388184,1.0537e-05
0.85,0.1,1.98938,-0.000444336,0.000588379,1.63303e-05
0.85,0.15,1.99012,-0.000593262,0.00065918,4.46877e-06
0.85,0.2,1.98943,-0.000759277,0.000803223,1.61843e-05
0.85,0.25,1.98823,-0.000983887,0.00098877,2.31509e-05
0.85,0.3,1.98754,-0.0011731,0.00117554,3.17005e-05
0.85,0.35,1.94405,-0.00303955,0.00303955,5.8953e-06
0.85,0.4,1.9431,-0.00346802,0.00346802,7.68208e-06
0.85,0.45,1.98593,-0.00189575,0.00189575,8.92225e-06
0.85,0.5,1.9207,-0.00591309,0.00591309,0.000205668
0.85,0.55,1.98434,-0.00233398,0.00233398,1.10069e-05
0.85,0.6,1.98255,-0.00287842,0.00287842,1.68342e-05
0.85,0.65,1.93592,-0.00616699,0.00616699,9.57053e-06
0.85,0.7,1.97972,-0.00339355,0.00339355,5.01208e-05
0.85,0.75,1.97725,-0.00385498,0.00385498,5.49566e-05
0.85,0.8,1.97693,-0.00402466,0.00402466,2.47908e-05
0.85,0.85,1.97492,-0.00453369,0.00453369,1.40245e-05
0.85,0.9,1.97283,-0.00493042,0.00493042,2.2608e-05
0.85,0.95,1.97044,-0.00537354,0.00537354,1.37491e-05
0.9,-1,1.97649,0.00436157,0.00436157,2.08065e-05
0.9,-0.95,1.97907,0.0038855,0.0038855,1.08206e-05
0.9,-0.9,1.97902,0.00378174,0.00378174,4.02122e-05
0.9,-0.85,1.96684,0.00455933,0.00455933,0.000413704
0.9,-0.8,1.98311,0.00300537,0.00300537,2.60917e-05
0.9,-0.75,1.9851,0.00265991,0.00265991,1.42243e-05
0.9,-0.7,1.98484,0.00250488,0.00250488,6.87413e-05
0.9,-0.65,1.98674,0.0022876,0.0022876,8.82307e-06
0.9,-0.6,1.94415,0.00472046,0.00472046,7.34546e-06
0.9,-0.55,1.98927,0.00174194,0.00174194,6.21358e-06
0.9,-0.5,1.99017,0.00149414,0.00149414,5.43364e-06
0.9,-0.45,1.99041,0.0013562,0.0013562,4.85069e-06
0.9,-0.4,1.9918,0.00112427,0.00112427,3.48875e-06
0.9,-0.35,1.99187,0.0010498,0.00105957,3.96698e-06
0.9,-0.3,1.95011,0.00205688,0.00205688,4.74796e-06
0.9,-0.25,1.9918,0.000700684,0.000703125,3.02065e-05
0.9,-0.2,1.9928,0.000494385,0.00057251,5.99003e-06
0.9,-0.15,1.95079,0.00113281,0.00116211,3.52686e-06
0.9,-0.1,1.99253,0.000290527,0.00041748,1.16138e-05
0.9,-0.05,1.95199,0.000373535,0.000610352,5.34432e-06
0.9,3.19189e-16,1.95205,-2.44141e-05,0.000566406,2.83402e-06
0.9,0.05,1.95162,-0.000462646,0.000606689,4.54346e-06
0.9,0.1,1.9515,-0.000864258,0.000915527,4.3408e-06
0.9,0.15,1.99306,-0.000378418,0.000478516,4.36902e-06
0.9,0.2,1.95075,-0.00149292,0.0014978,2.66903e-06
0.9,0.25,1.9926,-0.000616455,0.000635986,3.89407e-06
0.9,0.3,1.99237,-0.000748291,0.000784912,7.41885e-06
0.9,0.35,1.99188,-0.000952148,0.00095459,5.43812e-06
0.9,0.4,1.94888,-0.0028418,0.0028418,4.40054e-06
0.9,0.45,1.99035,-0.00141724,0.00141724,1.38605e-05
0.9,0.5,1.94602,-0.00385986,0.00385986,5.92584e-06
0.9,0.55,1.92008,-0.00629395,0.00629395,5.55504e-06
0.9,0.6,1.98882,-0.00184692,0.00184692,4.62553e-06
0.9,0.65,1.9424,-0.00522095,0.00522095,8.3016e-06
0.9,0.7,1.98612,-0.00246948,0.00246948,6.59407e-06
0.9,0.75,1.98488,-0.00265625,0.00265625,2.01894e-05
0.9,0.8,1.98232,-0.00309448,0.00309448,3.88073e-05
0.9,0.85,1.93412,-0.00733643,0.00733643,9.37692e-06
0.9,0.9,1.98015,-0.00360107,0.00360107,5.02665e-05
0.9,0.95,1.9293,-0.00848267,0.00848267,1.3988e-05
0.95,-1,1.98239,0.00335083,0.00335083,9.64965e-06
0.95,-0.95,1.93554,0.00748047,0.00748047,1.05631e-05
0.95,-0.9,1.98579,0.00263184,0.00263184,1.35053e-05
0.95,-0.85,1.98711,0.00239746,0.00239746,5.93262e-06
0.95,-0.8,1.98709,0.00231934,0.00231934,3.77706e-05
0.95,-0.75,1.9441,0.0053418,0.0053418,8.74985e-06
0.95,-0.7,1.98974,0.00184204,0.00184204,1.29016e-05
0.95,-0.65,1.94696,0.00441162,0.00441162,4.28432e-06
0.95,-0.6,1.94814,0.0040625,0.0040625,5.46156e-06
0.95,-0.55,1.99137,0.00130981,0.00130981,3.35257e-05
0.95,-0.5,1.99324,0.00110229,0.00110229,3.17678e-06
0.95,-0.45,1.95149,0.00295044,0.00295044,4.70588e-06
0.95,-0.4,1.9929,0.000900879,0.00090332,3.43487e-05
0.95,-0.35,1.99449,0.00069458,0.000699463,2.33895e-06
0.95,-0.3,1.99493,0.000600586,0.000612793,2.41148e-06
0.95,-0.25,1.99476,0.000523682,0.000543213,1.99493e-05
0.95,-0.2,1.95433,0.00118286,0.0011853,3.38505e-06
0.95,-0.15,1.99565,0.000227051,0.000349121,3.11762e-06
0.95,-0.1,1.99532,0.000206299,0.000328369,1.05882e-05
0.95,-0.05,1.95475,0.000335693,0.000552979,2.89386e-06
0.95,3.19189e-16,1.95481,-0.000135498,0.000599365,3.26298e-06
0.95,0.05,1.99584,-5.37109e-05,0.000302734,5.25355e-06
0.95,0.1,1.9955,-0.000209961,0.000292969,5.92092e-06
0.95,0.15,1.95472,-0.000914307,0.000943604,3.27483e-06
0.95,0.2,1.99512,-0.000429688,0.00045166,4.09668e-06
0.95,0.25,1.99506,-0.000509033,0.000531006,2.33492e-06
0.95,0.3,1.95345,-0.0018811,0.0018811,3.81552e-06
0.95,0.35,1.99387,-0.000726318,0.000738525,1.83988e-05
0.95,0.4,1.95206,-0.00257813,0.00257813,4.15546e-06
0.95,0.45,1.99309,-0.00102417,0.00102661,9.68711e-06
0.95,0.5,1.99316,-0.00106567,0.00107056,3.14148e-06
0.95,0.55,1.99155,-0.0012915,0.0012915,3.41305e-05
0.95,0.6,1.99099,-0.00152466,0.00152466,1.74595e-05
0.95,0.65,1.99108,-0.00164062,0.00164062,4.74661e-06
0.95,0.7,1.98979,-0.00179199,0.00179199,1.75012e-05
0.95,0.75,1.98928,-0.00195312,0.00195312,1.16117e-05
0.95,0.8,1.98782,-0.00220947,0.00220947,1.91789e-05
0.95,0.85,1.91392,-0.00967773,0.00967773,9.01081e-06
0.95,0.9,1.98608,-0.00265015,0.00265015,6.59691e-06
0.95,0.95,1.93564,-0.0075061,0.0075061,1.19382e-05
