beta,h,mean_energy,mean_magnetization_abs,mean_magnetization,specific_heat
0.6,-0.3,-1.64852,-0.984777,0.984777,8.11978e-06
0.6,-0.25,-1.69375,-0.983586,0.983586,9.64253e-06
0.6,-0.2,-1.73919,-0.982283,0.982283,9.70619e-06
0.6,-0.15,-1.7824,-0.980415,0.980415,1.35109e-05
0.6,-0.1,-1.82429,-0.978054,0.978054,1.5434e-05
0.6,-0.05,-1.86979,-0.976783,0.976783,1.95913e-05
0.6,3.19189e-16,-1.90775,-0.973202,0.973202,2.11229e-05
0.6,0.05,-1.86751,0.976187,0.976187,1.49394e-05
0.6,0.1,-1.82601,0.978582,0.978582,1.22122e-05
0.6,0.15,-1.78137,0.97994,0.97994,1.34788e-05
0.6,0.2,-1.7384,0.982124,0.982124,1.19832e-05
0.6,0.25,-1.69389,0.983654,0.983654,8.07501e-06
0.6,0.3,-1.64885,0.984883,0.984883,8.49297e-06
0.6,0.35,-1.60352,0.986204,0.986204,8.6049e-06
0.6,0.4,-1.55705,0.987151,0.987151,7.55817e-06
0.6,0.45,-1.51074,0.988093,0.988093,8.23059e-06
0.6,0.5,-1.46417,0.989059,0.989059,5.03076e-06
0.6,0.55,-1.41708,0.989858,0.989858,6.4887e-06
0.6,0.6,-1.36972,0.990554,0.990554,5.62279e-06
0.6,0.65,-1.32224,0.991219,0.991219,5.09814e-06
0.6,0.7,-1.27409,0.991719,0.991719,4.11592e-06
0.6,0.75,-1.22603,0.992278,0.992278,2.73401e-06
0.6,0.8,-1.17838,0.992917,0.992917,3.11845e-06
0.6,0.85,-1.12989,0.993323,0.993323,2.50046e-06
0.6,0.9,-1.08139,0.993723,0.993723,2.1366e-06
0.6,0.95,-1.03281,0.994148,0.994148,2.50225e-06
0.65,-1,-0.990432,-0.996714,0.996714,1.3834e-06
0.65,-0.95,-1.03957,-0.996464,0.996464,1.71395e-06
0.65,-0.9,-1.08901,-0.996343,0.996343,2.0408e-06
0.65,-0.85,-1.13766,-0.995956,0.995956,2.05844e-06
0.65,-0.8,-1.18675,-0.995721,0.995721,2.08956e-06
0.65,-0.75,-1.23554,-0.99538,0.99538,2.40282e-06
0.65,-0.7,-1.28436,-0.995077,0.995077,2.61504e-06
0.65,-0.65,-1.33282,-0.994644,0.994644,3.21886e-06
0.65,-0.6,-1.38115,-0.994218,0.994218,2.97199e-06
0.65,-0.55,-1.4293,-0.993727,0.993727,3.26861e-06
0.65,-0.5,-1.47734,-0.993162,0.993162,4.1128e-06
0.65,-0.45,-1.525,-0.992581,0.992581,4.34627e-06
0.65,-0.4,-1.57355,-0.992252,0.992252,4.35747e-06
0.65,-0.35,-1.62075,-0.991482,0.991482,4.82966e-06
0.65,-0.3,-1.66787,-0.990682,0.990682,6.3328e-06
0.65,-0.25,-1.71481,-0.989921,0.989921,8.06778e-06
0.65,-0.2,-1.76097,-0.98895,0.98895,7.86776e-06
0.65,-0.15,-1.80789,-0.988083,0.988083,1.01097e-05
0.65,-0.1,-1.85308,-0.986829,0.986829,1.03527e-05
0.65,-0.05,-1.89912,-0.985815,0.985815,1.04276e-05
0.65,3.19189e-16,-1.94249,0.983969,0.983969,1.4712e-05
0.65,0.05,-1.89875,0.985706,0.985706,1.05311e-05
0.65,0.1,-1.85208,0.986525,0.986525,1.21955e-05
0.65,0.15,-1.80763,0.988042,0.988042,7.96996e-06
0.65,0.2,-1.76117,0.988978,0.988978,6.61012e-06
0.65,0.25,-1.71543,0.990054,0.990054,5.78135e-06
0.65,0.3,-1.66794,0.990752,0.990752,5.76243e-06
0.65,0.35,-1.62045,0.991344,0.991344,6.57706e-06
0.65,0.4,-1.57326,0.992142,0.992142,6.30774e-06
0.65,0.45,-1.5256,0.992755,0.992755,4.96368e-06
0.65,0.5,-1.477,0.993071,0.993071,4.40552e-06
0.65,0.55,-1.42936,0.993713,0.993713,3.41683e-06
0.65,0.6,-1.38068,0.994058,0.994058,3.0473e-06
0.65,0.65,-1.33292,0.994679,0.994679,2.80078e-06
0.65,0.7,-1.2836,0.994802,0.994802,2.46604e-06
0.65,0.75,-1.23588,0.995494,0.995494,1.85031e-06
0.65,0.8,-1.18665,0.99566,0.99566,2.74376e-06
0.65,0.85,-1.13744,0.995897,0.995897,1.45676e-06
0.65,0.9,-1.08867,0.996228,0.996228,1.40014e-06
0.65,0.95,-1.03961,0.9965,0.9965,1.88094e-06
0.7,-1,-0.994016,-0.997966,0.997966,9.71106e-07
0.7,-0.95,-1.04361,-0.997871,0.997871,9.69057e-07
0.7,-0.9,-1.09298,-0.997686,0.997686,1.33044e-06
0.7,-0.85,-1.1426,-0.997593,0.997593,1.56722e-06
0.7,-0.8,-1.19168,-0.997336,0.997336,1.69888e-06
0.7,-0.75,-1.24114,-0.997202,0.997202,1.72157e-06
0.7,-0.7,-1.29006,-0.996896,0.996896,2.19281e-06
0.7,-0.65,-1.33954,-0.996785,0.996785,1.98754e-06
0.7,-0.6,-1.38819,-0.996409,0.996409,2.54803e-06
0.7,-0.55,-1.43744,-0.996211,0.996211,2.54265e-06
0.7,-0.5,-1.48575,-0.995767,0.995767,2.87005e-06
0.7,-0.45,-1.53486,-0.995592,0.995592,3.31115e-06
0.7,-0.4,-1.58354,-0.995226,0.995226,3.89845e-06
0.7,-0.35,-1.6318,-0.994774,0.994774,5.00189e-06
0.7,-0.3,-1.67994,-0.994319,0.994319,5.40318e-06
0.7,-0.25,-1.72754,-0.993683,0.993683,5.23925e-06
0.7,-0.2,-1.77533,-0.993112,0.993112,6.27817e-06
0.7,-0.15,-1.82294,-0.992515,0.992515,8.0841e-06
0.7,-0.1,-1.8699,-0.991711,0.991711,6.64936e-06
0.7,-0.05,-1.91729,-0.991061,0.991061,1.02435e-05
0.7,3.19189e-16,-1.96357,0.990055,0.990055,9.7075e-06
0.7,0.05,-1.91705,0.990988,0.990988,7.94163e-06
0.7,0.1,-1.87017,0.99179,0.99179,8.92254e-06
0.7,0.15,-1.82328,0.992607,0.992607,5.93713e-06
0.7,0.2,-1.77538,0.993114,0.993114,5.84918e-06
0.7,0.25,-1.72813,0.993883,0.993883,5.52259e-06
0.7,0.3,-1.67951,0.994186,0.994186,3.87812e-06
0.7,0.35,-1.63176,0.994747,0.994747,4.18185e-06
0.7,0.4,-1.58366,0.995262,0.995262,3.78365e-06
0.7,0.45,-1.53462,0.995493,0.995493,2.6756e-06
0.7,0.5,-1.48607,0.995868,0.995868,2.23999e-06
0.7,0.55,-1.43711,0.996132,0.996132,3.0048e-06
0.7,0.6,-1.38834,0.996478,0.996478,2.17398e-06
0.7,0.65,-1.33939,0.99673,0.99673,2.19936e-06
0.7,0.7,-1.29041,0.997003,0.997003,1.68822e-06
0.7,0.75,-1.24105,0.997175,0.997175,1.57916e-06
0.7,0.8,-1.19165,0.997329,0.997329,1.13384e-06
0.7,0.85,-1.14254,0.997573,0.997573,1.52389e-06
0.7,0.9,-1.09327,0.997773,0.997773,1.41888e-06
0.7,0.95,-1.04398,0.997982,0.997982,1.04296e-06
0.75,-1,-0.996818,-0.998927,0.998927,5.95158e-07
0.75,-0.95,-1.04614,-0.998712,0.998712,7.80373e-07
0.75,-0.9,-1.09581,-0.998628,0.998628,8.99515e-07
0.75,-0.85,-1.14527,-0.998474,0.998474,1.27915e-06
0.75,-0.8,-1.195,-0.998402,0.998402,1.18994e-06
0.75,-0.75,-1.24477,-0.998352,0.998352,1.01975e-06
0.75,-0.7,-1.29384,-0.998092,0.998092,1.60898e-06
0.75,-0.65,-1.34312,-0.997889,0.997889,1.71418e-06
0.75,-0.6,-1.39269,-0.997804,0.997804,1.49797e-06
0.75,-0.55,-1.44217,-0.997671,0.997671,1.80442e-06
0.75,-0.5,-1.49126,-0.997429,0.997429,2.2022e-06
0.75,-0.45,-1.54056,-0.997255,0.997255,2.58813e-06
0.75,-0.4,-1.58935,-0.996919,0.996919,3.0048e-06
0.75,-0.35,-1.63872,-0.996779,0.996779,2.78205e-06
0.75,-0.3,-1.68685,-0.996282,0.996282,3.77734e-06
0.75,-0.25,-1.7362,-0.996156,0.996156,3.57728e-06
0.75,-0.2,-1.78441,-0.995723,0.995723,3.43289e-06
0.75,-0.15,-1.83309,-0.995394,0.995394,5.85272e-06
0.75,-0.1,-1.88133,-0.994938,0.994938,6.23234e-06
0.75,-0.05,-1.92898,-0.994366,0.994366,6.54038e-06
0.75,3.19189e-16,-1.93129,-0.00339844,0.0122852,6.71512e-06
0.75,0.05,-1.92913,0.994425,0.994425,5.46312e-06
0.75,0.1,-1.88124,0.994913,0.994913,6.09736e-06
0.75,0.15,-1.83317,0.995432,0.995432,4.79411e-06
0.75,0.2,-1.78402,0.99559,0.99559,3.65573e-06
0.75,0.25,-1.73605,0.996115,0.996115,2.36464e-06
0.75,0.3,-1.68695,0.996326,0.996326,3.65016e-06
0.75,0.35,-1.63789,0.996542,0.996542,3.85123e-06
0.75,0.4,-1.5892,0.996901,0.996901,2.82521e-06
0.75,0.45,-1.5401,0.997124,0.997124,2.93259e-06
0.75,0.5,-1.49116,0.997402,0.997402,2.30233e-06
0.75,0.55,-1.44187,0.997579,0.997579,1.82004e-06
0.75,0.6,-1.39304,0.997903,0.997903,1.65679e-06
0.75,0.65,-1.34341,0.997987,0.997987,1.18127e-06
0.75,0.7,-1.29399,0.998132,0.998132,1.31806e-06
0.75,0.75,-1.24428,0.998202,0.998202,1.12476e-06
0.75,0.8,-1.19502,0.998413,0.998413,1.06397e-06
0.75,0.85,-1.14545,0.998529,0.998529,9.67769e-07
0.75,0.9,-1.09591,0.998655,0.998655,9.2438e-07
0.75,0.95,-1.0464,0.998795,0.998795,6.68723e-07
0.8,-1,-0.997938,-0.999305,0.999305,4.92839e-07
0.8,-0.95,-1.04775,-0.99925,0.99925,7.52586e-07
0.8,-0.9,-1.09761,-0.999222,0.999222,6.16134e-07
0.8,-0.85,-1.14715,-0.999092,0.999092,8.27874e-07
0.8,-0.8,-1.19688,-0.999009,0.999009,6.72516e-07
0.8,-0.75,-1.24682,-0.999004,0.999004,7.8093e-07
0.8,-0.7,-1.29629,-0.998862,0.998862,8.39795e-07
0.8,-0.65,-1.34574,-0.998702,0.998702,1.17872e-06
0.8,-0.6,-1.3956,-0.99868,0.99868,1.48844e-06
0.8,-0.55,-1.44509,-0.998536,0.998536,1.43983e-06
0.8,-0.5,-1.49445,-0.998379,0.998379,1.31187e-06
0.8,-0.45,-1.54393,-0.998252,0.998252,2.01409e-06
0.8,-0.4,-1.59361,-0.998174,0.998174,1.81356e-06
0.8,-0.35,-1.6426,-0.997917,0.997917,2.4498e-06
0.8,-0.3,-1.69154,-0.99765,0.99765,2.86161e-06
0.8,-0.25,-1.74072,-0.997441,0.997441,3.39379e-06
0.8,-0.2,-1.78968,-0.997191,0.997191,2.90027e-06
0.8,-0.15,-1.83897,-0.997035,0.997035,4.38366e-06
0.8,-0.1,-1.88738,-0.996624,0.996624,4.93601e-06
0.8,-0.05,-1.93645,-0.996412,0.996412,3.41782e-06
0.8,3.19189e-16,-1.94013,0.0533618,0.0533618,6.61935e-06
0.8,0.05,-1.93602,0.996315,0.996315,4.68379e-06
0.8,0.1,-1.88781,0.99674,0.99674,3.48038e-06
0.8,0.15,-1.83867,0.996945,0.996945,3.81454e-06
0.8,0.2,-1.78995,0.997245,0.997245,3.06328e-06
0.8,0.25,-1.74066,0.997422,0.997422,3.20872e-06
0.8,0.3,-1.69182,0.997728,0.997728,2.64985e-06
0.8,0.35,-1.64248,0.99788,0.99788,1.83061e-06
0.8,0.4,-1.59281,0.997942,0.997942,1.86475e-06
0.8,0.45,-1.54391,0.998245,0.998245,1.64616e-06
0.8,0.5,-1.49463,0.998437,0.998437,1.53275e-06
0.8,0.55,-1.44499,0.998512,0.998512,1.31476e-06
0.8,0.6,-1.39573,0.998717,0.998717,1.10908e-06
0.8,0.65,-1.34598,0.998771,0.998771,9.75354e-07
0.8,0.7,-1.29638,0.998889,0.998889,9.75469e-07
0.8,0.75,-1.24666,0.998958,0.998958,8.0718e-07
0.8,0.8,-1.19708,0.999072,0.999072,7.82055e-07
0.8,0.85,-1.14733,0.999139,0.999139,6.87192e-07
0.8,0.9,-1.09721,0.999087,0.999087,5.83178e-07
0.8,0.95,-1.04761,0.999205,0.999205,6.41478e-07
0.85,-1,-0.998689,-0.999561,0.999561,4.13121e-07
0.85,-0.95,-1.04864,-0.999546,0.999546,2.54573e-07
0.85,-0.9,-1.09833,-0.999456,0.999456,4.19957e-07
0.85,-0.85,-1.14836,-0.999473,0.999473,4.6163e-07
0.85,-0.8,-1.19811,-0.999401,0.999401,5.53803e-07
0.85,-0.75,-1.24796,-0.99936,0.99936,5.32743e-07
0.85,-0.7,-1.29769,-0.999291,0.999291,6.10974e-07
0.85,-0.65,-1.34762,-0.99928,0.99928,6.22204e-07
0.85,-0.6,-1.39723,-0.999177,0.999177,8.43192e-07
0.85,-0.55,-1.44685,-0.99907,0.99907,8.78578e-07
0.85,-0.5,-1.49651,-0.998984,0.998984,9.30035e-07
0.85,-0.45,-1.54596,-0.998839,0.998839,1.0872e-06
0.85,-0.4,-1.59576,-0.998795,0.998795,1.8463e-06
0.85,-0.35,-1.64501,-0.998606,0.998606,1.5557e-06
0.85,-0.3,-1.6947,-0.998527,0.998527,1.52838e-06
0.85,-0.25,-1.74375,-0.998282,0.998282,2.17436e-06
0.85,-0.2,-1.79361,-0.998273,0.998273,2.67526e-06
0.85,-0.15,-1.84289,-0.998099,0.998099,2.98011e-06
0.85,-0.1,-1.89148,-0.997749,0.997749,3.39793e-06
0.85,-0.05,-1.94095,-0.997646,0.997646,3.32779e-06
0.85,3.19189e-16,-1.98977,-0.997344,0.997344,3.52396e-06
0.85,0.05,-1.94084,0.997593,0.997593,3.6794e-06
0.85,0.1,-1.89186,0.997852,0.997852,2.34599e-06
0.85,0.15,-1.8428,0.998079,0.998079,1.8746e-06
0.85,0.2,-1.7933,0.998188,0.998188,2.67199e-06
0.85,0.25,-1.74399,0.99835,0.99835,2.64211e-06
0.85,0.3,-1.69456,0.9985,0.9985,1.91009e-06
0.85,0.35,-1.64533,0.998685,0.998685,1.37372e-06
0.85,0.4,-1.59559,0.998745,0.998745,1.32189e-06
0.85,0.45,-1.54629,0.998937,0.998937,1.00079e-06
0.85,0.5,-1.49648,0.998978,0.998978,1.13238e-06
0.85,0.55,-1.4469,0.999091,0.999091,6.50073e-07
0.85,0.6,-1.39706,0.99912,0.99912,7.8469e-07
0.85,0.65,-1.34727,0.99918,0.99918,6.38687e-07
0.85,0.7,-1.2977,0.999297,0.999297,4.82998e-07
0.85,0.75,-1.24793,0.999354,0.999354,5.4656e-07
0.85,0.8,-1.1981,0.999401,0.999401,4.62926e-07
0.85,0.85,-1.14823,0.999432,0.999432,5.36666e-07
0.85,0.9,-1.09848,0.999502,0.999502,2.53986e-07
0.85,0.95,-1.04866,0.999557,0.999557,3.78318e-07
0.9,-1,-0.999236,-0.999744,0.999744,2.0727e-07
0.9,-0.95,-1.04915,-0.999723,0.999723,2.62411e-07
0.9,-0.9,-1.09907,-0.999697,0.999697,2.96096e-07
0.9,-0.85,-1.14905,-0.999697,0.999697,2.62827e-07
0.9,-0.8,-1.19885,-0.999637,0.999637,3.73975e-07
0.9,-0.75,-1.24869,-0.999592,0.999592,5.4953e-07
0.9,-0.7,-1.29853,-0.999551,0.999551,5.24478e-07
0.9,-0.65,-1.34838,-0.999508,0.999508,4.0134e-07
0.9,-0.6,-1.39831,-0.999498,0.999498,6.38066e-07
0.9,-0.55,-1.44798,-0.999408,0.999408,7.01998e-07
0.9,-0.5,-1.49767,-0.999324,0.999324,7.41491e-07
0.9,-0.45,-1.54765,-0.99933,0.99933,9.17984e-07
0.9,-0.4,-1.59728,-0.999233,0.999233,7.86102e-07
0.9,-0.35,-1.64685,-0.999119,0.999119,1.17664e-06
0.9,-0.3,-1.69663,-0.999072,0.999072,9.60608e-07
0.9,-0.25,-1.74637,-0.999012,0.999012,1.45899e-06
0.9,-0.2,-1.79625,-0.998988,0.998988,1.32954e-06
0.9,-0.15,-1.8451,-0.998689,0.998689,2.53419e-06
0.9,-0.1,-1.89476,-0.998628,0.998628,1.96541e-06
0.9,-0.05,-1.9442,-0.998491,0.998491,2.07897e-06
0.9,3.19189e-16,-1.92772,-0.0372241,0.0512671,1.95332e-06
0.9,0.05,-1.94402,0.998442,0.998442,2.07551e-06
0.9,0.1,-1.89474,0.998612,0.998612,1.91978e-06
0.9,0.15,-1.84529,0.998751,0.998751,1.87826e-06
0.9,0.2,-1.79553,0.998804,0.998804,1.79441e-06
0.9,0.25,-1.74618,0.998961,0.998961,9.69595e-07
0.9,0.3,-1.69663,0.99907,0.99907,1.34987e-06
0.9,0.35,-1.64682,0.999119,0.999119,1.11171e-06
0.9,0.4,-1.59733,0.999242,0.999242,7.23293e-07
0.9,0.45,-1.5473,0.999226,0.999226,1.22075e-06
0.9,0.5,-1.49776,0.999353,0.999353,9.05705e-07
0.9,0.55,-1.44808,0.999434,0.999434,4.94577e-07
0.9,0.6,-1.39834,0.999506,0.999506,4.1744e-07
0.9,0.65,-1.34853,0.999557,0.999557,4.30404e-07
0.9,0.7,-1.29858,0.999567,0.999567,3.45218e-07
0.9,0.75,-1.24862,0.99957,0.99957,4.46943e-07
0.9,0.8,-1.1989,0.999653,0.999653,3.02164e-07
0.9,0.85,-1.1489,0.99965,0.99965,2.74763e-07
0.9,0.9,-1.09911,0.999711,0.999711,2.45136e-07
0.9,0.95,-1.04926,0.999753,0.999753,2.47581e-07
0.95,-1,-0.999568,-0.999856,0.999856,1.43741e-07
0.95,-0.95,-1.04944,-0.999814,0.999814,1.79535e-07
0.95,-0.9,-1.09944,-0.999818,0.999818,2.02891e-07
0.95,-0.85,-1.14931,-0.999778,0.999778,2.52787e-07
0.95,-0.8,-1.19933,-0.999785,0.999785,1.99932e-07
0.95,-0.75,-1.24921,-0.999758,0.999758,2.24378e-07
0.95,-0.7,-1.29911,-0.999727,0.999727,2.83978e-07
0.95,-0.65,-1.34898,-0.999694,0.999694,3.7183e-07
0.95,-0.6,-1.39892,-0.999678,0.999678,4.23192e-07
0.95,-0.55,-1.44863,-0.999601,0.999601,4.30223e-07
0.95,-0.5,-1.49856,-0.999585,0.999585,6.03256e-07
0.95,-0.45,-1.54833,-0.999526,0.999526,7.32542e-07
0.95,-0.4,-1.59827,-0.999515,0.999515,6.62313e-07
0.95,-0.35,-1.64788,-0.999409,0.999409,9.36165e-07
0.95,-0.3,-1.69753,-0.999319,0.999319,1.06354e-06
0.95,-0.25,-1.74755,-0.999336,0.999336,9.13324e-07
0.95,-0.2,-1.79744,-0.999314,0.999314,1.2582e-06
0.95,-0.15,-1.84716,-0.99925,0.99925,1.39762e-06
0.95,-0.1,-1.89642,-0.999062,0.999062,1.42008e-06
0.95,-0.05,-1.94612,-0.998997,0.998997,1.49157e-06
0.95,3.19189e-16,-1.95534,-0.0251038,0.0255457,3.08416e-06
0.95,0.05,-1.94619,0.999015,0.999015,1.86497e-06
0.95,0.1,-1.89634,0.999044,0.999044,1.25598e-06
0.95,0.15,-1.84691,0.999187,0.999187,1.24359e-06
0.95,0.2,-1.79724,0.999259,0.999259,1.32766e-06
0.95,0.25,-1.74752,0.999329,0.999329,7.06507e-07
0.95,0.3,-1.69758,0.999332,0.999332,9.89197e-07
0.95,0.35,-1.64802,0.999448,0.999448,8.51707e-07
0.95,0.4,-1.59818,0.999484,0.999484,6.42362e-07
0.95,0.45,-1.54849,0.999568,0.999568,6.05038e-07
0.95,0.5,-1.49852,0.99957,0.99957,6.01416e-07
0.95,0.55,-1.44886,0.999667,0.999667,4.48274e-07
0.95,0.6,-1.39879,0.99964,0.99964,4.9559e-07
0.95,0.65,-1.34902,0.999708,0.999708,3.28696e-07
0.95,0.7,-1.29902,0.999701,0.999701,2.87778e-07
0.95,0.75,-1.24918,0.999742,0.999742,3.02594e-07
0.95,0.8,-1.1992,0.999749,0.999749,3.15153e-07
0.95,0.85,-1.14933,0.999784,0.999784,2.82438e-07
0.95,0.9,-1.09938,0.999796,0.999796,2.11424e-07
0.95,0.95,-1.04953,0.999846,0.999846,1.61001e-07
