42,37
30,52
53,27
59,32
45,0
39,17
59,5
30,39
18,30
3,26
0,50
22,26
34,13
52,30
11,26
38,39
16,45
37,46
46,2
37,29
26,1
5,33
52,44
52,31
62,53
59,13
38,55
32,0
39,1
42,26
1,41
28,41
1,1
30,44
13,46
54,12
21,54
32,16
62,27
43,32
29,54
25,10
27,19
49,9
53,36
57,28
50,43
26,47
17,10
9,55
0,60
36,27
47,39
21,63
47,50
15,36
51,51
44,3
23,38
31,20
2,18
15,0
8,22
29,53
52,60
35,28
34,48
54,15
35,19
25,9
35,60
1,48
0,21
62,35
12,7
39,52
28,56
1,61
28,31
46,40
2,4
56,20
21,39
50,29
63,54
52,37
44,45
37,25
25,32
36,2
48,42
31,21
36,49
10,35
31,63
10,1
61,29
10,11
26,13
17,47
32,61
24,3
41,53
38,56
54,63
44,15
11,4
60,59
7,3
48,18
20,7
47,17
16,28
39,41
11,42
11,38
32,14
39,18
25,43
29,46
6,27
40,20
55,39
32,3
54,1
16,32
17,16
56,42
63,49
49,53
63,43
11,12
7,14
22,27
28,45
0,20
37,23
3,32
38,43
7,43
40,6
20,23
4,28
28,58
16,9
25,40
41,38
33,5
0,17
17,40
46,59
20,34
46,24
47,10
22,18
0,16
26,2
7,49
61,44
20,42
62,31
61,30
20,20
30,24
54,23
55,62
47,41
45,8
3,46
22,44
34,10
28,23
29,55
57,7
11,41
60,3
6,25
53,35
52,57
21,60
1,2
56,33
46,34
21,15
44,28
43,4
5,45
16,59
24,61
3,13
44,27
7,8
51,58
19,24
53,8
38,31
3,23
19,53
9,52
48,54
35,59
55,2
21,48
29,7
12,20
27,36
8,19
2,34
24,6
38,7
13,61
52,45
63,12
56,41
60,6
15,14
46,11
8,30
29,17
11,18
24,50
5,9
56,50
9,16
55,49
55,34
8,10
51,55
15,58
37,11
56,48
0,51
32,26
30,42
21,37
59,40
38,30
54,21
11,37
22,25
4,63
59,10
6,0
43,36
22,8
41,44
47,33
18,2
12,5
44,60
11,6
31,37
60,45
44,62
56,14
47,46
45,13
60,37
4,5
13,17
9,57
49,19
31,15
16,19
19,41
17,49
10,24
57,38
48,20
31,8
43,21
8,51
39,33
52,52
19,11
1,57
13,62
20,29
34,34
29,33
60,9
54,61
48,25
62,47
8,53
63,19
55,17
4,56
63,58
6,47
1,24
49,56
40,54
1,7
43,35
50,6
16,43
46,23
32,51
21,5
0,22
4,59
48,5
56,22
54,26
14,33
22,51
33,62
54,16
37,57
3,15
28,22
56,18
4,62
63,52
48,48
18,35
49,47
8,39
